text_customer,text_apple
With every version of ios11 i have sudden and automatic reboot of My iPhone 6s @AppleSupport how i can solve ? I have to wait for the new version?,@184063 We'll be glad to help with that too. Which version of iOS are you running? Check out this link for help: https://t.co/3V1pDzY3hY
"@AppleSupport After the new iOS update, I am not able to view new messages &amp; read messages are still showing as unread!!","@184064 Have you tried restarting your device yet? If not, let's give a try. Let us know if it helps: https://t.co/OWRDHWSt4h"
@AppleSupport since the 11.2 update lastnight my podcasts have stopped being able to play keep getting message “such and such unavailable”??,@184065 We'd be happy to assist with podcasts today. Send us a DM to get started. https://t.co/GDrqU22YpT
"Yo @AppleSupport can u help me find my battery, it seems to be gone since iOS 11",@184066 We can happily help with the battery issue. Which iPhone do you have and what version of iOS are you running currently?
@AppleSupport Is there any way to open an mp3 stored in my iCloud drive in Music so that I can listen on my Watch?,@159144 The music would need to be added to Apple Music app or another player for the Apple Watch to play the music.
@AppleSupport hi love I’ve sent you a message about issues with my iPhone 7,"@184067 We got your DM, and we will respond to you there."
"IOS 11.0.2 belum menyelesaikan masalah kayaknya, baterai masih cepat lowbat @AppleSupport @115858",@184068 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
ios11.....man what is happening?! 😩 battery dropped from 95 to 79% in 10mins @AppleSupport,@184069 We can look into this issue together. Send us a DM and let's get started. https://t.co/GDrqU22YpT
"@AppleSupport Will Aperture work on MacOS Sierra, on an early 2009 iMac?",@184070 Great question! Here are the technical specifications for Aperture: https://t.co/cpHWF8dfYJ
@AppleSupport Yes. I have reset my password however it will not let me gain access without my security question answers which I cannot remember,"@184071 For help resetting security questions, please see: https://t.co/qaNMuN8ar1 DM us if this does not help: https://t.co/GDrqU22YpT"
@AppleSupport plz help me sign into your website to make a Genius Bar appointment!! won't let me change my security questions,@184071 We can definitely help you with this. Are you unable to sign in to your Apple ID account?
The latest iOS download deleted all of my music from my iPhone.  Anyone else have this issue? @AppleSupport,@184072 We're here to help. Please DM us letting us know if you are an Apple Music subscriber to continue. https://t.co/GDrqU22YpT
@AppleSupport When I open some apps it freezes or apps restarts ever since I updated my iPhone 7 to iOS 11.0.2,@184073 Hi. We'd like to help. Are all of your apps up to date on your iPhone? Let us know in DM. https://t.co/GDrqU22YpT
@AppleSupport Yersterday under charge two times in a day!!😭😥,@184074 We're here to assist. Let's try a few steps here: https://t.co/bivpdfBNJ6 Let us know if that helps.
"@AppleSupport I got a new I 6 and It is disable.
Pls help me on this, I haven’t even used it.
IMEI __credit_card__
Need ur support on this.",@184075 Hey there. Send us a DM and we'd be glad to help. https://t.co/GDrqU22YpT
@184078 @AppleSupport depuis mise à jour iOS 11 sur iPhone 7 la messagerie vocale visuelle n’est plus disponible ? SFR  l’aurait supprimée,@184077 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
@AppleSupport Seems like the update that just came out from both @AppleSupport &amp; @4305 fixed my issue. Thanks for listening &amp; caring. #iPhoneUpdate 👏🏻,@184189 We're glad to hear that! Thanks for keeping us posted.
Getting distorted outgoing Voice msg quality w the last update to #iPhone &amp; #WhatsApp @4305 @AppleSupport Bluetooth is off but sounds on,@184189 Let's team up to figure out the best path forward. Reach out via DM and we'll take a look. https://t.co/GDrqU22YpT
@AppleSupport @184191 I have 2 skip manually the songs on #iOS11 ? What can i do 2 avoid This ?,"@184192 So we're clear, if you tap the double arrows on the right, it doesn't allow you to skip to the next track, right?"
@AppleSupport It plays as if the repeat button is on but i don’t even find it,@184192 Let's check to see if repeat was enabled. Check out https://t.co/Q3ojzTGrTU for direction on this feature.
@AppleSupport I got it!!!!! Thanks so Mach,"@184192 You're welcome. If you ever have any questions or concerns, we're here to help."
@AppleSupport When playing music on iOS 11 this is all I get when I’m in the lock screen or swipe up for task bar. https://t.co/G0os8iXV3k,@184191 Let's take a look into this together. Please send us a DM so we may better assist you. https://t.co/GDrqU2kzhr
@AppleSupport I think it was due to the previous wifi connection because now it‘s fine again but it was very odd in that moment,@184222 Alright. Reach back out if you notice it happening again. We're here for you.
@AppleSupport It's the iPhone S 6 plus,@184223 Thanks.  Could you check you iOS version under Settings &gt; General &gt; About?
@AppleSupport I can't download the update it's not let me for months https://t.co/e37UE90dSs,@184223 Check out this article and let us know if you can get it to update. https://t.co/Ui1yTnOCUz
@AppleSupport should listening to one album on Apple Music take your phone battery from 100% to 30% on the iPhone 6 Plus?,@184223 We understand the importance of battery life and we'd like to help. What version of iOS are you on?
Ever since I updated my phone my apps have been freezing like crazy. What gives! @AppleSupport,@184224 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
So Sunday I spoke to @AppleSupport and they said nothing wrong with phone after #ios11 update. And guess what battery went back to normal!!! Now updated new update and phone has gone from 100% to 59% in 3 hrs while in my pocket! Thanks @115858 #needtochangephone !,@184225 We'd like to help. Please meet us in DM to continue. https://t.co/GDrqU22YpT
"@AppleSupport Yes I updated to iOS11 last week, think it must be Power hungry because it was fine before that update",@184226 Thanks for that information. Let's meet in DM so we can dive a bit further into our isolation. https://t.co/GDrqU22YpT
@AppleSupport @184226 It's drain my batter life on ios 11,@184227 We'd be glad to look into this with you. Send us a DM and let us know which iPhone you're using: https://t.co/GDrqU22YpT
"Don’t know what @AppleSupport have done to my iPhone but I’ve lost 30% battery in just over 1 hour, not used it any more than normal 🙄",@184226 Have you had a chance yet to update to iOS 11.0.2? This will help you back up and update if not: https://t.co/80YRnjDFDk
@AppleSupport When do you get software fixes for iPhone 6 you have to do it very urgently,@184228 We want to be sure we're understanding what you're encountering. Please join us in DM. https://t.co/GDrqU22YpT
@AppleSupport Böyle devam ederse android e geçerim,@184228 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
@184232 @AppleSupport I’ve got the same thing happening.,@184231 We want to help out with your iPhone.  Can you describe the exact behavior you are experiencing?
@AppleSupport first time I regreted that Ive updated my OS.. low sierra:( lost my all data:(,"@184233 We'd like to help find your data! Tell us, have you updated to the latest release of High Sierra?"
I'm on iOS 11.0.2 and my iPhone 7 keeps freezing!My apps don't work as they used to.I chose Apple specially for not freezing! @AppleSupport,@184235 We'd like to help with your iPhone! Would you please join us in DM and we can start troubleshooting? https://t.co/GDrqU22YpT
"@AppleSupport If I turn on Siri and Search for Mail, Spotlight search is useless. It was on for two weeks so any indexing should have been done already.",@184331 We're here to help. Have you updated your iPhone to 11.0.2? Let us know in DM and we'll get started. https://t.co/GDrqU22YpT
"@126 @applesupport Instagram and notifications = no go. Tons of apps missing in my ""notifications"" ain't reinstalling them all! 😠 https://t.co/NkgFgkNV1O",@184331 We can certainly take a look at this with you. Can you let us know when this first started happening?
"@AppleSupport I updated my phone to 11.0.2. Now getting frozen, unlocking takes longer, had to do many attempts to pick up a call. HELP!!!","@184347 Please meet us in DM, we'd like to take a closer look. https://t.co/GDrqU22YpT"
iOS 11.0.2 is draining my battery. Please fix ASAP  @AppleSupport @115858,@184349 Let us look into that with you. Send us a Direct Message and we'll pick it up from there. https://t.co/GDrqU22YpT
"@AppleSupport i have installed ios 11 it's really good, bt bettary back up less compare 2 previous ios. Give me a solution plz.",@184350 We know how important it is to maximize battery life. Check out: https://t.co/bivpdfBNJ6 Let's dig into this deeper over DM: https://t.co/GDrqU22YpT
@AppleSupport thank u so much 🙏🏻,"@184350 You're welcome and thank you! Let us know if you need anything else, we love to help! We hope you have a great day."
